Doel-soort;LfMD;nrMD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Extra toelichting;Diagonale coherentie met andere disciplines
MD;4-;1.4.1;4-1.4.1;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kennen woordvorming: samenstellingen, afleidingen.;;;
MD;4-;1.4.2;4-1.4.2;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kennen basisprincipes van betekenisrelaties: synoniemen, antoniemen en trappen van vergelijking.;;;
MD;4-;1.4.3;4-1.4.3;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kennen figuurlijk taalgebruik.;;;
MD;4-;1.4.4;4-1.4.4;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kunnen woorden genuanceerd en gepast inzetten.;;;
MD;4-;1.4.5;4-1.4.5;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kunnen aangeboden school-, instructie- en vaktaal hanteren in de vakdisciplines.;;;
MD;4-;1.4.6;4-1.4.6;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;"De leerlingen kunnen nieuwe woordbetekenissen en -relaties achterhalen uit gesproken en geschreven contexten door gebruik te maken van woordleerstrategieën: 
● om verduidelijking vragen; 
● belang van het woord in de tekst nagaan; 
● vergelijken met een bekend woord; 
● de context inzetten; 
● de woordopbouw analyseren.";;;
G;6-;1.4.1;6-1.4.1;1.5.GL5.1;L5.;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kennen basisprincipes van betekenisrelaties: hyponiemen.;"
roos, tulp, anjer zijn hyponiemen - de overkoepelende term is bloem.";"Hyponiemen zijn woorden die behoren tot een verzameling van vergelijkbare woorden die met een algemenere term worden aangeduid. 
";
G;6-;1.4.2;6-1.4.2;1.5.GL5.2;L5.;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kunnen formeel en informeel taalgebruik herkennen.;;;
G;6-;1.4.3;6-1.4.3;1.5.GL5.3;L5.;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kunnen woorden genuanceerd en gepast inzetten met steeds hogere abstractiegraad en figuurlijk taalgebruik.;;;
G;6-;1.4.4;6-1.4.4;1.5.GL5.4;L5.;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kunnen nieuwe woordbetekenissen en -relaties achterhalen uit gesproken en geschreven contexten door gebruik te maken van woordleerstrategieën: vreemdetalenkennis inzetten, hulpbron inzetten.;Tijdens een wiskundeles bekijken de leerlingen een schema van een cirkel en gebruiken dit als hulpbron om te achterhalen dat de straal van het middelpunt naar de rand gaat en dat de diameter twee stralen lang is.;;
G;4-;1.4.5;4-1.4.5;1.5.GL5.5;L5.;Taalsysteem en taalgebruik;Woordenschat;;De leerlingen kunnen aangeboden school-, instructie- en vaktaal hanteren in de vakdisciplines.;;;
G;6-;1.4.2;6-1.4.2;1.5.GL6.1;L6.;Taalsysteem en taalgebruik;Woordenschat;;De leerling kan formeel en informeel taalgebruik conform de context inzetten.;;;
G;6-;1.4.3;6-1.4.3;1.5.GL6.2;L6.;Taalsysteem en taalgebruik;Woordenschat;;De leerling kan woorden genuanceerd en gepast inzetten met steeds hogere abstractiegraad en figuurlijk taalgebruik.;;;
G;6-;1.4.4;6-1.4.4;1.5.GL6.3;L6.;Taalsysteem en taalgebruik;Woordenschat;;De leerling kan actief op zoek gaan naar nieuwe woordbetekenissen en -relaties door gebruik te maken van woordleerstrategieën: vreemdetalenkennis inzetten, hulpbron inzetten.;Tijdens een les over het menselijk lichaam lezen de leerlingen een tekst over circulatie en gebruiken ze hun kennis van het Engels (circulation) om te achterhalen dat het gaat over het rondstromen van bloed door het lichaam.;;
G;4-;1.4.5;4-1.4.5;1.5.GL6.4;L6.;Taalsysteem en taalgebruik;Woordenschat;;De leerling kan aangeboden school-, instructie- en vaktaal hanteren in de vakdisciplines.;;;
MD;6-;1.4.1;6-1.4.1;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;De leerling kent basisprincipes van betekenisrelaties: hyponiemen.;;;
MD;6-;1.4.2;6-1.4.2;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;De leerling kan formeel en informeel taalgebruik conform de context inzetten.;;;
MD;6-;1.4.3;6-1.4.3;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;De leerling kan woorden genuanceerd en gepast inzetten met steeds hogere abstractiegraad en figuurlijk taalgebruik.;;;
MD;6-;1.4.4;6-1.4.4;1.5.MD;;Taalsysteem en taalgebruik;Woordenschat;;"De leerling kan actief op zoek gaan naar nieuwe woordbetekenissen en -relaties door gebruik te maken van woordleerstrategieën: 
● vreemdetalenkennis inzetten; 
● hulpbron inzetten.";;;
G;K-;1.4.5;K-1.4.5;1.5.GJK.6;JK.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen een korte zin in de juiste volgorde nazeggen, zowel bij taalgebruik als bij taalspel.;In een taalspel rond het thema wonen zegt de leraar de zin “De deur is dicht.” en herhalen de leerlingen de zin samen terwijl ze doen alsof ze de deur sluiten.;;
G;K-;1.4.4;K-1.4.4;1.5.GJK.7;JK.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kennen het begrip: het woord.;;;
G;K-;1.4.5;K-1.4.5;1.5.GJK.8;JK.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen woorden onderscheiden in een zin, zowel bij taalgebruik als tijdens taalspel.;"Taalspel: op een speelse manier taalactiviteiten uitvoeren met als doel het stimuleren van het taalplezier en het vergroten van inzicht in taal. 
 In een taalspel rond het thema wonen zegt de leraar de zin “Het huis heeft een dak” en laat de leerlingen elk woord afzonderlijk aangeven door te stappen.";;
G;K-;1.4.5;K-1.4.5;1.5.GJK.9;JK.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen 2 à 3 losse woorden in de juiste volgorde onthouden en nazeggen.;In een taalspel rond het thema wonen zegt de leraar de woorden “huis – deur – dak” en herhalen de kleuters de woorden in dezelfde volgorde terwijl ze de bijhorende prenten aanwijzen.;;
G;K-;1.4.5;K-1.4.5;1.5.GJK.10;JK.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen ervaren dat woorden kunnen bestaan uit betekenisvolle woorddelen.;In het woord knuffelbeer ervaren de leerlingen dat knuffel en beer samen één nieuw woord maken met een eigen betekenis. In het woord popje ervaren de leerlingen dat je iets extra zegt, namelijk dat de pop klein is.;;
G;K-;1.4.5;K-1.4.5;1.5.GJK.11;JK.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen letter- en cijfersymbolen waarnemen in de omgeving tijdens taal of taalspel.;;;
G;K-;1.4.4;K-1.4.4;1.5.GK2.6;K2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kennen de begrippen: rijm, de klank, de letter.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK2.7;K2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen weten dat sommige woorden kort zijn en andere lang.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK2.8;K2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen weten dat woorden uit klankgroepen bestaan, zowel bij taalgebruik als tijdens taalspel.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK2.9;K2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen weten dat woorden uit klanken bestaan, zowel bij taalgebruik als tijdens taalspel.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK2.10;K2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen zelf klanken zoeken in nieuwe woorden, zowel bij taalgebruik als tijdens taalspel.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK2.11;K2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen ervaren dat klanken corresponderen met letters, zowel bij taalgebruik als tijdens taalspel.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK2.12;K2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen ervaren dat letters corresponderen met klanken, zowel bij taalgebruik als tijdens taalspel.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK2.13;K2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen letters en tekens waarnemen in de omgeving.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK2.14;K2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen aangeleerde letter- en cijfersymbolen benoemen en herkennen, zowel bij taalgebruik als tijdens taalspel.;;;
G;K-;1.4.4;K-1.4.4;1.5.GK3.5;K3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kennen het begrip: de klankgroep.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK3.6;K3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen 2 à 3 klanken in de juiste volgorde onthouden.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK3.7;K3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen mk-, km- en mkm-woorden in klanken splitsen (auditieve analyse).;poes wordt /p/ /oe/ /s/;;
G;K-;1.4.5;K-1.4.5;1.5.GK3.8;K3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen losse klanken samenvoegen tot een mk-, km- en mkm-woord (auditieve synthese).;/o/ /p/ wordt op;;
G;K-;1.4.5;K-1.4.5;1.5.GK3.9;K3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen aangeleerde letter- en cijfersymbolen benoemen en herkennen, zowel bij taalgebruik als tijdens taalspel.;;;
G;K-;1.4.5;K-1.4.5;1.5.GK3.10;K3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen basiselementen van het taalsysteem toepassen in taal(spel): klanken, klankgroepen, rijm, letter- en cijfersymbolen, klanktekenkoppeling, woorden.;;;
+;K-;1.4.5;K-1.4.5;1.5.+K3.11;K3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;↑De leerlingen kunnen klanken in woorden auditief manipuleren door klanken toe te voegen aan het begin of het einde van een woord tijdens taal of taalspel.;’aan’ wordt ‘maan’;;
+;K-;1.4.5;K-1.4.5;1.5.+K3.12;K3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;↑De leerlingen kunnen klanken in woorden auditief manipuleren door klanken weg te laten uit een woord tijdens taal of taalspel.;’mop’ wordt ‘op’;;
+;K-;1.4.5;K-1.4.5;1.5.+K3.13;K3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;↑De leerlingen kunnen klanken in woorden auditief manipuleren door klanken te vervangen in een woord tijdens taal of taalspel.;’vier’ wordt ‘vies’;;
MD;K-;1.4.4;K-1.4.4;1.5.MD;;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen  kennen woord, woorddeel, klankgroep, rijm, klank, letter.;;;
MD;K-;1.4.5;K-1.4.5;1.5.MD;;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);;De leerlingen kunnen  basiselementen van het taalsysteem toepassen in taal(spel): klanken, klankgroepen, rijm, letter- en cijfersymbolen, klanktekenkoppeling, woorden.;;;
G;4-;1.4.7;4-1.4.7;1.5.GL1.3;L1.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Klanken;De leerlingen kennen de begrippen: de klinker en de medeklinker.;;;
G;4-;1.4.7;4-1.4.7;1.5.GL1.4;L1.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Klanken;De leerlingen kunnen het verschil horen tussen korte en lange klinkers in paren.;man-maan, bot-boot;;
G;4-;1.4.8;4-1.4.8;1.5.GL1.5;L1.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen kennen de koppeling tussen klanken en letters (klank-tekenkoppeling).;;;
G;4-;1.4.8;4-1.4.8;1.5.GL1.6;L1.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen kunnen alle letters (korte klinkers, lange klinkers, tweetekenklinkers, medeklinkers) als hoofdletter en kleine letter benoemen.;;;
G;4-;1.4.8;4-1.4.8;1.5.GL1.7;L1.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen weten dat woorden bestaan uit een opeenvolging van letters die samen een woord vormen (alfabetisch principe).;;;
G;4-;1.4.8;4-1.4.8;1.5.GL1.8;L1.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen kennen de begrippen: het punt, het vraagteken, het uitroepteken, de zin en de spatie.;Tussen twee woorden staat een spatie.;;
G;4-;1.4.8;4-1.4.8;1.5.GL1.9;L1.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen weten wat de functie is van het punt, het vraagteken, het uitroepteken en de spatie.;;;
G;4-;1.4.10;4-1.4.10;1.5.GL1.10;L1.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen kennen het begrip: de zin.;;;
G;4-;1.4.10;4-1.4.10;1.5.GL1.11;L1.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen kunnen zinnen bouwen door woorden in een correcte volgorde te plaatsen.;;;
G;4-;1.4.7;4-1.4.7;1.5.GL2.8;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Klanken;De leerlingen kennen de begrippen: de korte klinker, de lange klinker en de tweetekenklinker.;;;
G;4-;1.4.7;4-1.4.7;1.5.GL2.9;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Klanken;De leerlingen kunnen uitgesproken klanken benoemen als de korte klinker, de lange klinker, de tweetekentekenklinker en de medeklinker.;;;
G;4-;1.4.7;4-1.4.7;1.5.GL2.10;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Klanken;De leerlingen kunnen korte klinkers, lange klinkers, tweetekenklinkers en medeklinkers herkennen in gesproken woorden.;;;
G;4-;1.4.8;4-1.4.8;1.5.GL2.11;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen kennen het begrip: het alfabet.;;;
G;4-;1.4.8;4-1.4.8;1.5.GL2.12;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen kunnen het alfabet in volgorde opzeggen.;;;
G;4-;1.4.8;4-1.4.8;1.5.GL2.13;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen kennen de begrippen: de komma en het dubbel punt.;;;
G;4-;1.4.8;4-1.4.8;1.5.GL2.14;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen weten wat de functie is van de komma en het dubbel punt.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.15;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kennen het begrip: de samenstelling.;;Een samenstelling is een woord dat bestaat uit twee delen die beide ook zelfstandig kunnen voorkomen: keukentafel = keuken en tafel;
G;4-;1.4.9;4-1.4.9;1.5.GL2.16;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen samenstellingen herkennen.;;;
G;4-;4.1.11;4.1.11;1.5.GL2.17;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen hun inzicht in samenstellingen toepassen om de betekenis van samenstellingen af te leiden.;;;
G;4-;4.1.11;4-4.1.11;1.5.GL2.18;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen hun inzicht in samenstellingen toepassen bij het lezen en spellen van woorden.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.19;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kennen het begrip: het verkleinwoord.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.20;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen verkleinwoorden herkennen.;;;
G;4-;4.1.11;4-4.1.11;1.5.GL2.21;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen hun inzicht in verkleinwoorden toepassen om de betekenis van verkleinwoorden af te leiden.;;;
G;4-;4.1.11;4-4.1.11;1.5.GL2.22;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen hun inzicht in verkleinwoorden toepassen bij het lezen en spellen van woorden.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.23;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kennen de begrippen: het enkelvoud en het meervoud.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.24;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen enkelvoud en meervoud herkennen.;;;
G;4-;4.1.11;4-4.1.11;1.5.GL2.25;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen hun inzicht in enkelvoud en meervoud toepassen om de betekenis van woorden en zinnen te begrijpen.;;;
G;4-;4.1.11;4-4.1.11;1.5.GL2.26;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen hun inzicht in enkelvoud en meervoud toepassen bij het lezen en spellen van woorden.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.27;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kennen het begrip: het zelfstandig naamwoord.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.28;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kunnen zelfstandige naamwoorden herkennen in een woordgroep of in een zin.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.29;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kennen het begrip: het lidwoord.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.30;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kunnen lidwoorden herkennen in een woordgroep of in een zin.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.31;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen weten dat een lidwoord voor een zelfstandig naamwoord staat.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.32;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kennen het begrip: het werkwoord.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.33;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen weten dat werkwoorden een handeling, gebeuren of toestand uitdrukken.;eten, schrijven, plaatsvinden, ontstaan, liggen, zitten;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.34;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kunnen werkwoorden herkennen in zinnen.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.35;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen weten dat werkwoorden veranderen per persoon.;ik loop, jij loopt;;
G;4-;1.4.9;4-1.4.9;1.5.GL2.36;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen weten dat werkwoorden veranderen per tijd.;ik loop, ik liep;;
G;4-;1.4.10;4-1.4.10;1.5.GL2.37;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen kunnen zinnen korter en langer maken.;Mijn broer speelt. Mijn broer speelt basketbal. Mijn broer speelt basketbal op de speelplaats. Mijn broer speelt basketbal op de speelplaats met zijn vrienden. Mijn broer speelt vandaag basketbal op de speelplaats met zijn vrienden.;;
G;4-;1.4.10;4-1.4.10;1.5.GL2.38;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen kennen de begrippen: de mededelende zin, de vragende zin en de uitroepende zin.;;;
G;4-;1.4.10;4-1.4.10;1.5.GL2.39;L2.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen kunnen verschillende soorten zinnen herkennen: de mededelende zin, de vragende zin, de uitroepende zin.;;;
G;4-;1.4.8;4-1.4.8;1.5.GL3.9;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Spelling;De leerlingen kunnen woorden alfabetisch ordenen op basis van de eerste letter en bij gelijke beginletters.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL3.10;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen weten dat woorden gevormd worden door het samenvoegen van woorddelen.;;;
G;4-;4.1.11;4-4.1.11;1.5.GL3.11;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen hun inzicht over woordvorming bij samenstellingen, verbuigingen en afleidingen gebruiken om nieuwe of moeilijke woorden te begrijpen.;;;
G;4-;4.1.11;4-4.1.11;1.5.GL3.12;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen hun inzicht over woordvorming bij samenstellingen, verbuigingen en afleidingen gebruiken om nieuwe of moeilijke woorden te lezen en te spellen.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL3.13;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kennen het begrip: het bijvoeglijk naamwoord.;;Een bijvoeglijk naamwoord noemt een eigenschap of toestand van een door een zelfstandig naamwoord uitgedrukte zelfstandigheid.;
G;4-;1.4.9;4-1.4.9;1.5.GL3.14;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kunnen bijvoeglijke naamwoorden herkennen in een woordgroep of in een zin.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL3.15;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen weten dat bijvoeglijke naamwoorden extra informatie geven over een zelfstandig naamwoord.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL3.16;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen weten dat bijvoeglijke naamwoorden op verschillende plaatsen kunnen staan in een woordgroep of een zin.;"De rode auto of de auto is rood, een groot huis of het huis is groot;";;
G;4-;1.4.9;4-1.4.9;1.5.GL3.17;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kennen het begrip: het telwoord.;;Een telwoord is een woord dat een aantal, een (rang)nummer of een plaats in een volgorde aanduidt.;
G;4-;1.4.9;4-1.4.9;1.5.GL3.18;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kunnen telwoorden herkennen.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL3.19;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kunnen telwoorden correct gebruiken en begrijpen.;;;
G;4-;1.4.10;4-1.4.10;1.5.GL3.20;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen kennen het begrip: het zinsdeel.;;Categorieën zoals het onderwerp en het gezegde heten zinsdelen: dat zijn zelfstandig functionerende woorden of combinaties van woorden waarvan de functie bepalend is voor de betekenis van de zin.;
G;4-;1.4.10;4-1.4.10;1.5.GL3.21;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen weten dat zinsdelen uit een woord of woordgroep kunnen bestaan.;;;
G;4-;1.4.10;4-1.4.10;1.5.GL3.22;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen weten dat zinsdelen als geheel verplaatst kunnen worden in een zin.;;;
G;4-;1.4.10;4-1.4.10;1.5.GL3.23;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen kunnen zinsdelen verplaatsen terwijl de zin grammaticaal correct blijft.;Morgen ga ik weg. / Ik ga morgen weg.;;
G;4-;1.4.10;4-1.4.10;1.5.GL3.24;L3.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Zinnen en zinsdelen;De leerlingen kunnen zinnen opdelen in zinsdelen.;;;
G;4-;4.1.11;4-4.1.11;1.5.GL4.8;L4.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordvorming;De leerlingen kunnen hun inzicht over woordvorming bij samenstellingen, verbuigingen en afleidingen gebruiken om nieuwe of moeilijke woorden te begrijpen, te lezen en te spellen.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL4.9;L4.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kennen het begrip: het voorzetsel.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL4.10;L4.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen weten dat een voorzetsel een relatie aangeeft tussen woorden in een zin.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL4.11;L4.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kunnen voorzetsels herkennen in een woordgroep of in een zin.;;;
G;4-;4.1.11;4-4.1.11;1.5.GL4.12;L4.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kunnen een voorzetsel correct begrijpen en gebruiken in een woordgroep of in een zin.;;;
G;4-;1.4.9;4-1.4.9;1.5.GL4.13;L4.;Taalsysteem en taalgebruik;Taalsysteem (klanken, spelling, grammatica);Woorden - woordsoorten;De leerlingen kennen het begrip: het voegwoord.;;;
